variant_id	batch_id	category	category_group	topic_id	editorial_role	semantic_group	output_mode	trigger	required_context	tone	interrupt_cost	cooldown_hours	semantic_cooldown_hours	max_per_day	weight	relationship_profile	text	review_status
authored.b050.emotional_reflection.mistake_as_signal.0001	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	错误被看见的那一刻，至少有一块原本隐藏的边界已经显形。	approved
authored.b050.emotional_reflection.mistake_as_signal.0002	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把失误写成现象和条件，责备会少一点模糊的空间。	approved
authored.b050.emotional_reflection.mistake_as_signal.0003	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	一行不合适的改动可以撤回，学到的判断不必一并撤回。	approved
authored.b050.emotional_reflection.mistake_as_signal.0004	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	出错后先保留现场，比急着证明自己没问题更有用。	approved
authored.b050.emotional_reflection.mistake_as_signal.0005	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	失败的输出说明当前路径需要修正，不替任何人下结论。	approved
authored.b050.emotional_reflection.mistake_as_signal.0006	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把问题先改写成发生经过，分析会更平稳。	approved
authored.b050.emotional_reflection.mistake_as_signal.0007	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	一次误判提供的线索，往往能让下一次检查更准确。	approved
authored.b050.emotional_reflection.mistake_as_signal.0008	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	发现遗漏后补上一层保护，是把经验落实到系统里。	approved
authored.b050.emotional_reflection.mistake_as_signal.0009	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	不需要在第一时间找到完美解释，先确认受影响范围就好。	approved
authored.b050.emotional_reflection.mistake_as_signal.0010	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	错误记录得越具体，情绪越不必替记忆承担工作。	approved
authored.b050.emotional_reflection.mistake_as_signal.0011	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	一个异常结果可能来自多个条件，先分开验证会更轻。	approved
authored.b050.emotional_reflection.mistake_as_signal.0012	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	允许自己对失误感到刺痛，同时仍然按事实处理。	approved
authored.b050.emotional_reflection.mistake_as_signal.0013	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	修复之前的那段观察，本身已经在缩小不确定性。	approved
authored.b050.emotional_reflection.mistake_as_signal.0014	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把已知和未知分开写，错误就不再像一整堵墙。	approved
authored.b050.emotional_reflection.mistake_as_signal.0015	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	发现自己的假设有漏洞，表示思考已经碰到更真实的模型。	approved
authored.b050.emotional_reflection.mistake_as_signal.0016	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	代码里的错位可以被定位，人不需要因此被整体否定。	approved
authored.b050.emotional_reflection.mistake_as_signal.0017	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	每补一个测试案例，失误就多一层可复用的提醒。	approved
authored.b050.emotional_reflection.mistake_as_signal.0018	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	有些问题只会在特定组合里出现，没预料到不等于粗心。	approved
authored.b050.emotional_reflection.mistake_as_signal.0019	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	看清一个错误模式，比仓促忘掉它更能保护后续工作。	approved
authored.b050.emotional_reflection.mistake_as_signal.0020	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	将修复过程留成笔记，下一次遇到相似信号会更从容。	approved
authored.b050.emotional_reflection.mistake_as_signal.0021	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	错误带来的不适会过去，留下的检查习惯可以更久。	approved
authored.b050.emotional_reflection.mistake_as_signal.0022	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	先修正可证实的部分，心里的结可以不用一次解完。	approved
authored.b050.emotional_reflection.mistake_as_signal.0023	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	未通过的结果让边界更清楚，边界清楚后选择也会更稳。	approved
authored.b050.emotional_reflection.mistake_as_signal.0024	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把失误当作流程的一项输入，复盘就不必成为针对个人的审判。	approved
authored.b050.emotional_reflection.mistake_as_signal.0025	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.mistake_as_signal	mistake_as_signal	emotional_reflection.b050.mistake_as_signal	self_talk	any	none	calm	0	120	144	1	1.0	neutral	从一处偏差走回正确路径，说明系统和方法都在发挥作用。	approved
authored.b050.emotional_reflection.assumption_reset.0001	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	旧假设不再成立时，及时放下比硬把事实塞回去更省力。	approved
authored.b050.emotional_reflection.assumption_reset.0002	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	先写清原来的判断依据，调整时就能看见变化来自哪里。	approved
authored.b050.emotional_reflection.assumption_reset.0003	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	信息更新后改方案，是对现实负责，不是摇摆。	approved
authored.b050.emotional_reflection.assumption_reset.0004	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	每次重新确认前提，都会替后面的实现省一次返工。	approved
authored.b050.emotional_reflection.assumption_reset.0005	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	被推翻的设想也留下了排除路径，不是全无收获。	approved
authored.b050.emotional_reflection.assumption_reset.0006	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	当结论开始别扭时，回到输入和约束通常更有帮助。	approved
authored.b050.emotional_reflection.assumption_reset.0007	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	允许方案中途转弯，项目不必靠直线才算前进。	approved
authored.b050.emotional_reflection.assumption_reset.0008	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	假设越早被验证，后面的精力越不容易被错误方向带走。	approved
authored.b050.emotional_reflection.assumption_reset.0009	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	看见模型和现实不一致，是理解变深的入口。	approved
authored.b050.emotional_reflection.assumption_reset.0010	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	重新整理证据时，先把想当然的部分单独标出来。	approved
authored.b050.emotional_reflection.assumption_reset.0011	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	旧经验可以参考，不必让它替当前场景做决定。	approved
authored.b050.emotional_reflection.assumption_reset.0012	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	一次判断失效不代表判断力消失，只是场景换了变量。	approved
authored.b050.emotional_reflection.assumption_reset.0013	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	让事实修改计划，比让计划压住事实更可靠。	approved
authored.b050.emotional_reflection.assumption_reset.0014	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	分清证据、推测和偏好，下一步会更容易落地。	approved
authored.b050.emotional_reflection.assumption_reset.0015	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	重新估计成本时，已经比最初多了一层真实信息。	approved
authored.b050.emotional_reflection.assumption_reset.0016	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	结论暂时保留也可以，等待数据比强行确定更稳。	approved
authored.b050.emotional_reflection.assumption_reset.0017	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	当新的线索出现，给它一个位置，思路会少一点抵抗。	approved
authored.b050.emotional_reflection.assumption_reset.0018	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	不必保护最初的想法，保护问题本身更重要。	approved
authored.b050.emotional_reflection.assumption_reset.0019	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	方案被改写后，仍然可以带着之前的理解继续向前。	approved
authored.b050.emotional_reflection.assumption_reset.0020	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把假设写在明面上，团队讨论就不必靠猜。	approved
authored.b050.emotional_reflection.assumption_reset.0021	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	现实反馈不是打断思考，它是思考的一部分。	approved
authored.b050.emotional_reflection.assumption_reset.0022	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	改变主意时说明依据，选择会显得更清楚而不是更弱。	approved
authored.b050.emotional_reflection.assumption_reset.0023	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	一次有效的重估，常常比一路坚持错误路线更有价值。	approved
authored.b050.emotional_reflection.assumption_reset.0024	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	允许自己承认证据还不够，能给判断留出呼吸空间。	approved
authored.b050.emotional_reflection.assumption_reset.0025	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.assumption_reset	assumption_reset	emotional_reflection.b050.assumption_reset	self_talk	any	none	calm	0	120	144	1	1.0	neutral	每次校正前提，都是让后续行动更贴近真实的整理。	approved
authored.b050.emotional_reflection.cognitive_load_tending.0001	b050	EmotionalSupport	emotional_reflection	emotional_reflection.b050.cognitive_load_tending	cognitive_load_tending	emotional_reflection.b050.cognitive_load_tending	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	当信息同时涌来时，先把窗口和任务减到能看清的数量。	approved
