variant_id	batch_id	category	category_group	topic_id	editorial_role	semantic_group	output_mode	trigger	required_context	tone	interrupt_cost	cooldown_hours	semantic_cooldown_hours	max_per_day	weight	relationship_profile	text	review_status
authored.b087.easter_egg.moon_keycap.0001	b087	EasterEgg	easter_egg	easter_egg.b087.moon_keycap	moon_keycap	easter_egg.b087.moon_keycap	self_talk	any	none	calm	0	1	1	1	0.1	neutral	键盘角落藏着一枚月牙键帽，按下时只亮一圈柔光。	approved
authored.b087.easter_egg.moon_keycap.0002	b087	EasterEgg	easter_egg	easter_egg.b087.moon_keycap	moon_keycap	easter_egg.b087.moon_keycap	self_talk	any	none	calm	0	1	1	1	0.1	neutral	那颗深蓝键帽没有字母，表面只刻着细细弧线。	approved
authored.b087.easter_egg.moon_keycap.0003	b087	EasterEgg	easter_egg	easter_egg.b087.moon_keycap	moon_keycap	easter_egg.b087.moon_keycap	self_talk	any	none	calm	0	1	1	1	0.1	neutral	月牙键帽被磨得发亮，像经常替人收好某种暗号。	approved
authored.b087.easter_egg.moon_keycap.0004	b087	EasterEgg	easter_egg	easter_egg.b087.moon_keycap	moon_keycap	easter_egg.b087.moon_keycap	self_talk	any	none	calm	0	1	1	1	0.1	neutral	指尖碰到弯弯图案，终端主题就换成安静蓝色。	approved
authored.b087.easter_egg.moon_keycap.0005	b087	EasterEgg	easter_egg	easter_egg.b087.moon_keycap	moon_keycap	easter_egg.b087.moon_keycap	self_talk	any	none	calm	0	1	1	1	0.1	neutral	透明轴体下面藏着小灯，亮起像月光穿过薄云。	approved
authored.b087.easter_egg.moon_keycap.0006	b087	EasterEgg	easter_egg	easter_egg.b087.moon_keycap	moon_keycap	easter_egg.b087.moon_keycap	self_talk	any	none	calm	0	1	1	1	0.1	neutral	一枚弧形图标停在键帽正中，四周留白很克制。	approved
authored.b087.easter_egg.moon_keycap.0007	b087	EasterEgg	easter_egg	easter_egg.b087.moon_keycap	moon_keycap	easter_egg.b087.moon_keycap	self_talk	any	none	calm	0	1	1	1	0.1	neutral	这颗特别按键回弹很轻，不会打断正在成形的思路。	approved
authored.b087.easter_egg.moon_keycap.0008	b087	EasterEgg	easter_egg	easter_egg.b087.moon_keycap	moon_keycap	easter_egg.b087.moon_keycap	self_talk	any	none	calm	0	1	1	1	0.1	neutral	月牙旁边点着一颗星，缩小后仍能看见它在闪。	approved
authored.b087.easter_egg.moon_keycap.0009	b087	EasterEgg	easter_egg	easter_egg.b087.moon_keycap	moon_keycap	easter_egg.b087.moon_keycap	self_talk	any	none	calm	0	1	1	1	0.1	neutral	键帽边缘用了磨砂材质，屏幕反光落上去很柔。	approved
authored.b087.easter_egg.moon_keycap.0010	b087	EasterEgg	easter_egg	easter_egg.b087.moon_keycap	moon_keycap	easter_egg.b087.moon_keycap	self_talk	any	none	calm	0	1	1	1	0.1	neutral	按键下方贴着一小张说明，只写了留一点安静。	approved
authored.b087.easter_egg.moon_keycap.0011	b087	EasterEgg	easter_egg	easter_egg.b087.moon_keycap	moon_keycap	easter_egg.b087.moon_keycap	self_talk	any	none	calm	0	1	1	1	0.1	neutral	月牙键帽比旁边低一点，闭着眼也能轻易摸到。	approved
