variant_id	batch_id	category	category_group	topic_id	editorial_role	semantic_group	output_mode	trigger	required_context	tone	interrupt_cost	cooldown_hours	semantic_cooldown_hours	max_per_day	weight	relationship_profile	text	review_status
authored.b041.daily_care.eye_distance_reset.0001	b041	DailyCare	daily_care	daily_care.b041.eye_distance_reset	eye_distance_reset	daily_care.b041.eye_distance_reset	ambient	any	none	gentle	0	120	144	1	1.0	neutral	窗边的远处留一小块空白，视线换个落点会更舒展。	approved
authored.b041.daily_care.eye_distance_reset.0002	b041	DailyCare	daily_care	daily_care.b041.eye_distance_reset	eye_distance_reset	daily_care.b041.eye_distance_reset	ambient	any	none	gentle	0	120	144	1	1.0	neutral	让显示器外的景色占几秒钟，眼睛也需要一次小小散场。	approved
authored.b041.daily_care.eye_distance_reset.0003	b041	DailyCare	daily_care	daily_care.b041.eye_distance_reset	eye_distance_reset	daily_care.b041.eye_distance_reset	ambient	any	none	gentle	0	120	144	1	1.0	neutral	代码行密起来以后，看看墙角的光影，焦点会慢慢松开。	approved
authored.b041.daily_care.eye_distance_reset.0004	b041	DailyCare	daily_care	daily_care.b041.eye_distance_reset	eye_distance_reset	daily_care.b041.eye_distance_reset	ambient	any	none	gentle	0	120	144	1	1.0	neutral	先把目光放到比屏幕更远的地方，细节不必一直追着跑。	approved
authored.b041.daily_care.eye_distance_reset.0005	b041	DailyCare	daily_care	daily_care.b041.eye_distance_reset	eye_distance_reset	daily_care.b041.eye_distance_reset	ambient	any	none	gentle	0	120	144	1	1.0	neutral	颜色从屏幕里退开片刻，眼底会多一点清凉。	approved
authored.b041.daily_care.eye_distance_reset.0006	b041	DailyCare	daily_care	daily_care.b041.eye_distance_reset	eye_distance_reset	daily_care.b041.eye_distance_reset	ambient	any	none	gentle	0	120	144	1	1.0	neutral	眨几次不急的眼，再回到文字里，行距好像也宽了。	approved
authored.b041.daily_care.eye_distance_reset.0007	b041	DailyCare	daily_care	daily_care.b041.eye_distance_reset	eye_distance_reset	daily_care.b041.eye_distance_reset	ambient	any	none	gentle	0	120	144	1	1.0	neutral	手边的窗帘缝能看见一点天色，借它换一次视距。	approved
authored.b041.daily_care.eye_distance_reset.0008	b041	DailyCare	daily_care	daily_care.b041.eye_distance_reset	eye_distance_reset	daily_care.b041.eye_distance_reset	ambient	any	none	gentle	0	120	144	1	1.0	neutral	让瞳孔停在杯沿或书脊上，近处之外也有安静。	approved
authored.b041.daily_care.eye_distance_reset.0009	b041	DailyCare	daily_care	daily_care.b041.eye_distance_reset	eye_distance_reset	daily_care.b041.eye_distance_reset	ambient	any	none	gentle	0	120	144	1	1.0	neutral	看一眼房间最远的角落，像给专注开了一扇侧门。	approved
authored.b041.daily_care.eye_distance_reset.0010	b041	DailyCare	daily_care	daily_care.b041.eye_distance_reset	eye_distance_reset	daily_care.b041.eye_distance_reset	ambient	any	none	gentle	0	120	144	1	1.0	neutral	局部的小字先按下暂停，远景比刷新键更适合缓冲。	approved
authored.b041.daily_care.eye_distance_reset.0011	b041	DailyCare	daily_care	daily_care.b041.eye_distance_reset	eye_distance_reset	daily_care.b041.eye_distance_reset	ambient	any	none	gentle	0	120	144	1	1.0	neutral	把眼神放平，不追逐滚动条，呼吸会跟着轻下来。	approved
