variant_id	batch_id	category	category_group	topic_id	editorial_role	semantic_group	output_mode	trigger	required_context	tone	interrupt_cost	cooldown_hours	semantic_cooldown_hours	max_per_day	weight	relationship_profile	text	review_status
authored.b031.career.decision_criteria.0001	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	职业选择先写清愿意长期解决的技术场景，岗位名称放在第二位。	approved
authored.b031.career.decision_criteria.0002	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	比较机会时，把学习密度、交付节奏和协作方式分开看，判断会更稳。	approved
authored.b031.career.decision_criteria.0003	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	技术方向的取舍需要看日常工作，不只看招聘页上最亮的关键词。	approved
authored.b031.career.decision_criteria.0004	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	把未来一年想积累的能力列出来，机会是否合适会更容易判断。	approved
authored.b031.career.decision_criteria.0005	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	薪资之外还可以比较反馈速度，成长往往发生在能看见结果的地方。	approved
authored.b031.career.decision_criteria.0006	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	选择团队时留意决策如何落地，流程会影响每天的技术体验。	approved
authored.b031.career.decision_criteria.0007	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	岗位描述里的责任范围值得细读，它决定能接触到哪些真实难题。	approved
authored.b031.career.decision_criteria.0008	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	当两个方向都不错时，先看哪一个能提供更清晰的作品和经验。	approved
authored.b031.career.decision_criteria.0009	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	评估机会不必追求完美匹配，关键是核心目标是否能持续靠近。	approved
authored.b031.career.decision_criteria.0010	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	技术职业路径可以有岔路，先选能积累可迁移能力的一段就够了。	approved
authored.b031.career.decision_criteria.0011	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	把通勤、作息和精力成本也写进决策表，长期投入需要现实支撑。	approved
authored.b031.career.decision_criteria.0012	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	一份工作带来的成长，不只来自技术名词，也来自负责范围的变化。	approved
authored.b031.career.decision_criteria.0013	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	比较岗位时，把想练的能力和可能承担的责任放到同一张纸上。	approved
authored.b031.career.decision_criteria.0014	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	行业热度会变化，稳定的判断来自对自己工作方式的了解。	approved
authored.b031.career.decision_criteria.0015	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	选择新机会前先确认哪些条件不能妥协，边界清楚会减少后悔。	approved
authored.b031.career.decision_criteria.0016	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	职业决策可以先排除明显不合适的选项，剩下的再慢慢比较。	approved
authored.b031.career.decision_criteria.0017	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	把短期收入和长期技能并列，不让任何一项完全遮住另一项。	approved
authored.b031.career.decision_criteria.0018	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	技术岗位的价值观也体现在代码之外，例如质量标准和沟通习惯。	approved
authored.b031.career.decision_criteria.0019	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	适合的方向通常能让人愿意持续打磨，而不是只靠外部催促。	approved
authored.b031.career.decision_criteria.0020	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	评估职责时看能否形成闭环，从发现需求到验证结果的经历很珍贵。	approved
authored.b031.career.decision_criteria.0021	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	选择小团队或大团队前，先理解各自能提供的学习结构。	approved
authored.b031.career.decision_criteria.0022	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	新岗位的风险可以被拆开看，业务、技术、协作和生活成本各有分量。	approved
authored.b031.career.decision_criteria.0023	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	职业目标不必一次定死，定期回看比执着于最初标签更实际。	approved
authored.b031.career.decision_criteria.0024	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	把每份机会的吸引点和担忧点都写成事实，情绪会少替你做决定。	approved
authored.b031.career.decision_criteria.0025	b031	Career	career	career.b031_decision_criteria	decision_criteria	career.b031_decision_criteria	self_talk	any	none	dry	1	168	192	1	1	neutral	清楚自己为何选择，比向所有人解释得漂亮更重要。	approved
authored.b031.career.work_environment_fit.0001	b031	Career	career	career.b031_work_environment_fit	environment_fit	career.b031_work_environment_fit	self_talk	any	none	gentle	1	168	192	1	1	neutral	技术工作是否适配，常常藏在沟通频率、专注时间和交付方式里。	approved
