variant_id	batch_id	category	category_group	topic_id	editorial_role	semantic_group	output_mode	trigger	required_context	tone	interrupt_cost	cooldown_hours	semantic_cooldown_hours	max_per_day	weight	relationship_profile	text	review_status
authored.b098.system_ambient.dependency_graph_nodes.0001	b098	SystemAmbient	system_ambient	system_ambient.b098.dependency_graph_nodes	dependency_graph_nodes	system_ambient.b098.dependency_graph_nodes	system_observe	any	none	calm	0	120	144	1	1.0	neutral	依赖图里的节点被细线牵住，模块之间的来往显得很清楚。	approved
authored.b098.system_ambient.dependency_graph_nodes.0002	b098	SystemAmbient	system_ambient	system_ambient.b098.dependency_graph_nodes	dependency_graph_nodes	system_ambient.b098.dependency_graph_nodes	system_observe	any	none	calm	0	120	144	1	1.0	neutral	几枚圆点围着核心包散开，像一张缩小的星图。	approved
authored.b098.system_ambient.dependency_graph_nodes.0003	b098	SystemAmbient	system_ambient	system_ambient.b098.dependency_graph_nodes	dependency_graph_nodes	system_ambient.b098.dependency_graph_nodes	system_observe	any	none	calm	0	120	144	1	1.0	neutral	连线没有缠成团，每条路径都留着自己的空隙。	approved
authored.b098.system_ambient.dependency_graph_nodes.0004	b098	SystemAmbient	system_ambient	system_ambient.b098.dependency_graph_nodes	dependency_graph_nodes	system_ambient.b098.dependency_graph_nodes	system_observe	any	none	calm	0	120	144	1	1.0	neutral	图谱边缘的小节点颜色很淡，层级却仍然完整。	approved
authored.b098.system_ambient.dependency_graph_nodes.0005	b098	SystemAmbient	system_ambient	system_ambient.b098.dependency_graph_nodes	dependency_graph_nodes	system_ambient.b098.dependency_graph_nodes	system_observe	any	none	calm	0	120	144	1	1.0	neutral	主干从中央延出去，分支像被认真梳过的线束。	approved
authored.b098.system_ambient.dependency_graph_nodes.0006	b098	SystemAmbient	system_ambient	system_ambient.b098.dependency_graph_nodes	dependency_graph_nodes	system_ambient.b098.dependency_graph_nodes	system_observe	any	none	calm	0	120	144	1	1.0	neutral	不同深浅的节点各占一层，关系没有互相遮住。	approved
authored.b098.system_ambient.dependency_graph_nodes.0007	b098	SystemAmbient	system_ambient	system_ambient.b098.dependency_graph_nodes	dependency_graph_nodes	system_ambient.b098.dependency_graph_nodes	system_observe	any	none	calm	0	120	144	1	1.0	neutral	一条弧线越过两个模块，把远处的联系轻轻接上。	approved
authored.b098.system_ambient.dependency_graph_nodes.0008	b098	SystemAmbient	system_ambient	system_ambient.b098.dependency_graph_nodes	dependency_graph_nodes	system_ambient.b098.dependency_graph_nodes	system_observe	any	none	calm	0	120	144	1	1.0	neutral	依赖节点排成松散的环，中心因此没有显得拥挤。	approved
authored.b098.system_ambient.dependency_graph_nodes.0009	b098	SystemAmbient	system_ambient	system_ambient.b098.dependency_graph_nodes	dependency_graph_nodes	system_ambient.b098.dependency_graph_nodes	system_observe	any	none	calm	0	120	144	1	1.0	neutral	线条在交点处收得很细，复杂也能保持克制。	approved
authored.b098.system_ambient.dependency_graph_nodes.0010	b098	SystemAmbient	system_ambient	system_ambient.b098.dependency_graph_nodes	dependency_graph_nodes	system_ambient.b098.dependency_graph_nodes	system_observe	any	none	calm	0	120	144	1	1.0	neutral	图里的包名缩成短标签，像给每颗节点挂了门牌。	approved
