variant_id	batch_id	category	category_group	topic_id	editorial_role	semantic_group	output_mode	trigger	required_context	tone	interrupt_cost	cooldown_hours	semantic_cooldown_hours	max_per_day	weight	relationship_profile	text	review_status
authored.b037.daily_care.morning_boot_sequence.0001	b037	DailyCare	daily_care	daily_care.b037.morning_boot_sequence	morning_boot_sequence	daily_care.b037.morning_boot_sequence	ambient	any	none	gentle	0	120	144	1	1.0	neutral	早晨先打开一盏柔和的灯，工作台可以慢慢醒来。	approved
authored.b037.daily_care.morning_boot_sequence.0002	b037	DailyCare	daily_care	daily_care.b037.morning_boot_sequence	morning_boot_sequence	daily_care.b037.morning_boot_sequence	ambient	any	none	gentle	0	120	144	1	1.0	neutral	电脑启动的几分钟里，把今天要用的笔记放在最前面。	approved
authored.b037.daily_care.morning_boot_sequence.0003	b037	DailyCare	daily_care	daily_care.b037.morning_boot_sequence	morning_boot_sequence	daily_care.b037.morning_boot_sequence	ambient	any	none	gentle	0	120	144	1	1.0	neutral	第一杯温水和第一条任务可以都保持简单。	approved
authored.b037.daily_care.morning_boot_sequence.0004	b037	DailyCare	daily_care	daily_care.b037.morning_boot_sequence	morning_boot_sequence	daily_care.b037.morning_boot_sequence	ambient	any	none	gentle	0	120	144	1	1.0	neutral	开机后先关掉昨晚遗留的窗口，新的页面会更清爽。	approved
authored.b037.daily_care.morning_boot_sequence.0005	b037	DailyCare	daily_care	daily_care.b037.morning_boot_sequence	morning_boot_sequence	daily_care.b037.morning_boot_sequence	ambient	any	none	gentle	0	120	144	1	1.0	neutral	给当天的主任务写一行标题，桌面就有了方向。	approved
authored.b037.daily_care.morning_boot_sequence.0006	b037	DailyCare	daily_care	daily_care.b037.morning_boot_sequence	morning_boot_sequence	daily_care.b037.morning_boot_sequence	ambient	any	none	gentle	0	120	144	1	1.0	neutral	键盘和鼠标摆回熟悉位置，输入会从容些。	approved
authored.b037.daily_care.morning_boot_sequence.0007	b037	DailyCare	daily_care	daily_care.b037.morning_boot_sequence	morning_boot_sequence	daily_care.b037.morning_boot_sequence	ambient	any	none	gentle	0	120	144	1	1.0	neutral	晨间的下载更新可以慢慢跑，先整理桌边的小物也不错。	approved
authored.b037.daily_care.morning_boot_sequence.0008	b037	DailyCare	daily_care	daily_care.b037.morning_boot_sequence	morning_boot_sequence	daily_care.b037.morning_boot_sequence	ambient	any	none	gentle	0	120	144	1	1.0	neutral	打开项目之前先读一眼昨天的收尾记录，上手会更轻。	approved
authored.b037.daily_care.morning_boot_sequence.0009	b037	DailyCare	daily_care	daily_care.b037.morning_boot_sequence	morning_boot_sequence	daily_care.b037.morning_boot_sequence	ambient	any	none	gentle	0	120	144	1	1.0	neutral	将通知保持安静片刻，开场不必同时接住太多事情。	approved
authored.b037.daily_care.morning_boot_sequence.0010	b037	DailyCare	daily_care	daily_care.b037.morning_boot_sequence	morning_boot_sequence	daily_care.b037.morning_boot_sequence	ambient	any	none	gentle	0	120	144	1	1.0	neutral	早晨的第一段代码不必追求难度，先让环境熟起来。	approved
