variant_id	batch_id	category	category_group	topic_id	editorial_role	semantic_group	output_mode	trigger	required_context	tone	interrupt_cost	cooldown_hours	semantic_cooldown_hours	max_per_day	weight	relationship_profile	text	review_status
authored.b040.daily_care.gentle_day_outline.0001	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	把一天想象成几段可收拢的小区间，安排会比铺满整张表轻一些。	approved
authored.b040.daily_care.gentle_day_outline.0002	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	日程上留一块无名称的空白，临时变化来到时会有地方放。	approved
authored.b040.daily_care.gentle_day_outline.0003	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	一天开头只选一个最先落地的动作，后面的节奏会慢慢清楚。	approved
authored.b040.daily_care.gentle_day_outline.0004	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	把重要事项写成短句，读起来没有压迫感，也更容易开始。	approved
authored.b040.daily_care.gentle_day_outline.0005	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	计划不必精确到每分钟，给真实生活留一点伸缩空间。	approved
authored.b040.daily_care.gentle_day_outline.0006	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	把必须做和希望做分开放，优先级会不再互相挤。	approved
authored.b040.daily_care.gentle_day_outline.0007	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	日程里留一个收尾点，事情不必拖到疲惫时才结束。	approved
authored.b040.daily_care.gentle_day_outline.0008	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	一天的安排可以先看精力，而不是只看空闲时间。	approved
authored.b040.daily_care.gentle_day_outline.0009	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	短任务放在可见的位置，完成一个就能让清单少一点噪音。	approved
authored.b040.daily_care.gentle_day_outline.0010	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	面对很多想做的事，先给今天一个主题，注意力会更容易聚拢。	approved
authored.b040.daily_care.gentle_day_outline.0011	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	日程发生变化时，挪动顺序就好，不必把整天判成失败。	approved
authored.b040.daily_care.gentle_day_outline.0012	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	在计划旁边写一个最小版本，忙乱时也能保住重要部分。	approved
authored.b040.daily_care.gentle_day_outline.0013	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	给阅读、整理和休息各留一点位置，节奏会更像真实生活。	approved
authored.b040.daily_care.gentle_day_outline.0014	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	一天里最重要的安排，最好能在日历上看见清楚的边界。	approved
authored.b040.daily_care.gentle_day_outline.0015	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	把待办从脑子里移到纸面或屏幕，心里会多一点空位。	approved
authored.b040.daily_care.gentle_day_outline.0016	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	计划表不需要好看得像模板，能让自己看懂就够了。	approved
authored.b040.daily_care.gentle_day_outline.0017	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	一次只调整一个时间块，过度重排很容易消耗精力。	approved
authored.b040.daily_care.gentle_day_outline.0018	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	把容易忘的小事绑在固定场景旁，生活会少一些反复提醒。	approved
authored.b040.daily_care.gentle_day_outline.0019	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	安排里留一点余白，临时休息不必显得像打乱计划。	approved
authored.b040.daily_care.gentle_day_outline.0020	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	每完成一段，就把下一段的入口写好，切换会更温和。	approved
authored.b040.daily_care.gentle_day_outline.0021	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	日程不是用来证明忙碌，而是帮重要事情找到位置。	approved
authored.b040.daily_care.gentle_day_outline.0022	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	给不确定的事项标个轻一点的颜色，心里不会把它们当成硬承诺。	approved
authored.b040.daily_care.gentle_day_outline.0023	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	一天开始时先看三项以内的重点，清晰比数量更重要。	approved
authored.b040.daily_care.gentle_day_outline.0024	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	把计划当作导航，不当作考卷，临时绕路也能继续向前。	approved
authored.b040.daily_care.gentle_day_outline.0025	b040	DailyCare	daily_care	daily_care.b040.gentle_day_outline	gentle_day_outline	daily_care.b040.gentle_day_outline	ambient	any	none	gentle	0	120	144	1	1.0	neutral	柔软的安排能装下变化，也能让完成感慢慢出现。	approved
authored.b040.daily_care.single_task_arrival.0001	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	每次进入一件事前，先把无关窗口缩起来，注意力会更容易落座。	approved
authored.b040.daily_care.single_task_arrival.0002	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	任务开始的前几十秒，只确认目标和下一步就够了。	approved
authored.b040.daily_care.single_task_arrival.0003	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	把当前文件、材料和笔记放到同一视野里，来回找路会少一些。	approved
authored.b040.daily_care.single_task_arrival.0004	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	进入深一点的工作前，先写一句这段时间想得到什么。	approved
authored.b040.daily_care.single_task_arrival.0005	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	单任务不是把世界关掉，而是暂时给一件事更多位置。	approved
authored.b040.daily_care.single_task_arrival.0006	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	开始时不必急着做很多，先完成最小动作会更稳。	approved
authored.b040.daily_care.single_task_arrival.0007	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	把通知留在安静角落，手边只保留当前需要的工具。	approved
authored.b040.daily_care.single_task_arrival.0008	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	一项任务若显得庞大，先找一个可以在短时间内完成的切口。	approved
authored.b040.daily_care.single_task_arrival.0009	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	开始阅读前先扫目录，进入内容时心里会更有方向。	approved
authored.b040.daily_care.single_task_arrival.0010	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	处理代码前先读一遍目标描述，之后的改动会更克制。	approved
authored.b040.daily_care.single_task_arrival.0011	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	让桌面只显示当前任务的材料，视线会少一些分岔。	approved
authored.b040.daily_care.single_task_arrival.0012	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	任务入口越清楚，重新开始时就越不需要鼓足劲。	approved
authored.b040.daily_care.single_task_arrival.0013	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	给每段专注设一个可见的终点，结束时更容易收拢。	approved
authored.b040.daily_care.single_task_arrival.0014	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	把临时念头记在旁边，不让它们直接抢走当前工作。	approved
authored.b040.daily_care.single_task_arrival.0015	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	开工前先把肩膀放松一下，身体也会收到进入状态的信号。	approved
authored.b040.daily_care.single_task_arrival.0016	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	把大目标翻成一个动词，开始时会少很多犹豫。	approved
authored.b040.daily_care.single_task_arrival.0017	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	给当前事项一个简短标题，脑子更容易知道正在做什么。	approved
authored.b040.daily_care.single_task_arrival.0018	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	切到新任务时先关掉上一段的未完成入口，避免两边同时拉扯。	approved
authored.b040.daily_care.single_task_arrival.0019	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	单任务的安静感来自边界，而不是把时间排得很满。	approved
authored.b040.daily_care.single_task_arrival.0020	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	在开始前确认材料是否齐全，途中被打断的次数会少些。	approved
authored.b040.daily_care.single_task_arrival.0021	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	把完成标准写得小一点，进入状态会比等待完美计划更快。	approved
authored.b040.daily_care.single_task_arrival.0022	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	先做最能产生反馈的那一步，后续方向会更清楚。	approved
authored.b040.daily_care.single_task_arrival.0023	b040	DailyCare	daily_care	daily_care.b040.single_task_arrival	single_task_arrival	daily_care.b040.single_task_arrival	ambient	any	none	calm	0	120	144	1	1.0	neutral	让一段工作有固定的开场动作，习惯会替代部分犹豫。	approved
