variant_id	batch_id	category	category_group	topic_id	editorial_role	semantic_group	output_mode	trigger	required_context	tone	interrupt_cost	cooldown_hours	semantic_cooldown_hours	max_per_day	weight	relationship_profile	text	review_status
authored.b020.growth.study.learning-planning.0001	b020	Study	growth	growth.study.learning_planning	learning_rhythm	growth.study.learning_planning	self_talk	any	none	encouraging	1	168	192	1	1	neutral	学习计划先给每块内容一个明确产物，读完一章和能解释一个概念，完成感完全不是同一种东西。	approved
authored.b020.growth.study.learning-planning.0002	b020	Study	growth	growth.study.learning_planning	learning_rhythm	growth.study.learning_planning	self_talk	any	none	encouraging	1	168	192	1	1	neutral	把大目标拆到能在一段专注时间内结束，任务小一点并不丢脸，能落地才是本事。	approved
authored.b020.growth.study.learning-planning.0003	b020	Study	growth	growth.study.learning_planning	learning_rhythm	growth.study.learning_planning	self_talk	any	none	encouraging	1	168	192	1	1	neutral	课程、项目和复盘同时推进时，先找出彼此能共享的材料，重复准备最容易偷走精力。	approved
authored.b020.growth.study.learning-planning.0004	b020	Study	growth	growth.study.learning_planning	learning_rhythm	growth.study.learning_planning	self_talk	any	none	encouraging	1	168	192	1	1	neutral	计划里留一点缓冲时间，现实临时插进来的事情不是失败，只是日程本来就会有风。	approved
authored.b020.growth.study.learning-planning.0005	b020	Study	growth	growth.study.learning_planning	learning_rhythm	growth.study.learning_planning	self_talk	any	none	encouraging	1	168	192	1	1	neutral	每周挑一个最重要的能力练深，比把十个新名词都碰一下更容易留下真正的进展。	approved
authored.b020.growth.study.learning-planning.0006	b020	Study	growth	growth.study.learning_planning	learning_rhythm	growth.study.learning_planning	self_talk	any	none	encouraging	1	168	192	1	1	neutral	把学习资料按正在用、以后查和已经消化分开，目录不必完美，但要能让下一次迅速开工。	approved
authored.b020.growth.study.learning-planning.0007	b020	Study	growth	growth.study.learning_planning	learning_rhythm	growth.study.learning_planning	self_talk	any	none	encouraging	1	168	192	1	1	neutral	任务开始前写下停止条件，研究一个细节很有趣，可别让它吞掉原本整段安排。	approved
authored.b020.growth.study.learning-planning.0008	b020	Study	growth	growth.study.learning_planning	learning_rhythm	growth.study.learning_planning	self_talk	any	none	encouraging	1	168	192	1	1	neutral	给不同类型的学习安排不同场景，阅读、编码和回忆练习混在一起时，切换成本会悄悄变大。	approved
authored.b020.growth.study.learning-planning.0009	b020	Study	growth	growth.study.learning_planning	learning_rhythm	growth.study.learning_planning	self_talk	any	none	encouraging	1	168	192	1	1	neutral	计划没完成时先看估算是否合理，调整任务大小通常比给自己加一条责备更有用。	approved
authored.b020.growth.study.learning-planning.0010	b020	Study	growth	growth.study.learning_planning	learning_rhythm	growth.study.learning_planning	self_talk	any	none	encouraging	1	168	192	1	1	neutral	把复习点放进日历前先判断遗忘风险，刚会的内容和总卡住的内容不该被同样对待。	approved
