variant_id	batch_id	category	category_group	topic_id	editorial_role	semantic_group	output_mode	trigger	required_context	tone	interrupt_cost	cooldown_hours	semantic_cooldown_hours	max_per_day	weight	relationship_profile	text	review_status
authored.b083.easter_egg.name_signature.0001	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥把三个字写得很轻，像在页角落下一枚小印章。	approved
authored.b083.easter_egg.name_signature.0002	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥念起来有一点清亮，适合藏在安静的开场里。	approved
authored.b083.easter_egg.name_signature.0003	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥在自己的署名旁画了颗小星，算是低调登场。	approved
authored.b083.easter_egg.name_signature.0004	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥把名字折进纸页，翻到这里才露出一点光。	approved
authored.b083.easter_egg.name_signature.0005	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥这枚签名不抢镜，停在角落也能被认出来。	approved
authored.b083.easter_egg.name_signature.0006	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥给落款添了一道弯线，看着像月牙轻轻翘起。	approved
authored.b083.easter_egg.name_signature.0007	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥把名字留在便签背面，像一颗晚点发现的糖。	approved
authored.b083.easter_egg.name_signature.0008	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥的署名字迹很稳，末笔却偷偷带了一点俏皮。	approved
authored.b083.easter_egg.name_signature.0009	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥把每一笔收得干净，像整理好一段心情。	approved
authored.b083.easter_egg.name_signature.0010	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥在名字下点了一个圆点，认真得有点可爱。	approved
authored.b083.easter_egg.name_signature.0011	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥把署名缩得小小的，像怕惊动旁边的留白。	approved
authored.b083.easter_egg.name_signature.0012	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥三个字排在一起，像三盏亮度刚好的灯。	approved
authored.b083.easter_egg.name_signature.0013	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥把笔尖停了一秒，才让最后一画安稳落下。	approved
authored.b083.easter_egg.name_signature.0014	b083	EasterEgg	easter_egg	easter_egg.b083.name_signature	name_signature	easter_egg.b083.name_signature	self_talk	any	none	gentle	0	1	1	1	0.1	neutral	雷琳玥的名字藏在一圈小花边里，安静又有辨识度。	approved
